Entry	Identifier	OmekaURL	Entry_Clean_Recon	Wikidata	TextInBrackets	Location_in_index	EntriesID	EntriesIdentifier	SeeAlso	File	Comment	Column 1
Unity against Anti-Semitism	QGJ.v1.Org.02085	https://undusting.org/jewish_sources/s/jewish_sources/item/18422	Unity against Anti-Semitism				1967	QGJ.v1.A0107.I0327.E02021		organizations		Unity against Anti-Semitism 1967
Universität Frankfurt/O.	QGJ.v1.Org.02086	https://undusting.org/jewish_sources/s/jewish_sources/item/18423	Universität Frankfurt/O.				3/5	QGJ.v1.A0002.E00015		organizations		Universität Frankfurt/O. 3/5
Universität Leipzig (Karl-Marx-Universität)	QGJ.v1.Org.02087	https://undusting.org/jewish_sources/s/jewish_sources/item/18424	Universität Leipzig (Karl-Marx-Universität)				4618|4619|4620|4621|4622|4623|4624|4625|4626|4627|4628|4629|4630|4631|4632|4633|4634|4635|4636|4637|4638|4639|4640|4641|4642|4643|4644|4645|4646|4647|4648|4649|4650|4651|4652|4653|4654|4655|4656|4657|4658|4659|4660|4661|4662|4663|4664|4665	QGJ.v1.A0222.I0704.E04695|QGJ.v1.A0222.I0704.E04696|QGJ.v1.A0222.I0705.E04697|QGJ.v1.A0222.I0705.E04698|QGJ.v1.A0222.I0705.E04699|QGJ.v1.A0222.I0705.E04700|QGJ.v1.A0222.I0705.E04701|QGJ.v1.A0222.I0705.E04702|QGJ.v1.A0222.I0705.E04703|QGJ.v1.A0222.I0705.E04704|QGJ.v1.A0222.I0705.E04705|QGJ.v1.A0222.I0705.E04706|QGJ.v1.A0222.I0705.E04707|QGJ.v1.A0222.I0706.E04708|QGJ.v1.A0222.I0706.E04709|QGJ.v1.A0222.I0706.E04710|QGJ.v1.A0222.I0706.E04711|QGJ.v1.A0222.I0706.E04712|QGJ.v1.A0222.I0706.E04713|QGJ.v1.A0222.I0707.E04714|QGJ.v1.A0222.I0707.E04715|QGJ.v1.A0222.I0708.E04716|QGJ.v1.A0222.I0709.E04717|QGJ.v1.A0222.I0709.E04718|QGJ.v1.A0222.I0710.E04719|QGJ.v1.A0222.I0711.E04720|QGJ.v1.A0222.I0711.E04721|QGJ.v1.A0222.I0711.E04722|QGJ.v1.A0222.I0711.E04723|QGJ.v1.A0222.I0711.E04724|QGJ.v1.A0222.I0711.E04725|QGJ.v1.A0222.I0711.E04726|QGJ.v1.A0222.I0711.E04727|QGJ.v1.A0222.I0711.E04728|QGJ.v1.A0222.I0711.E04729|QGJ.v1.A0222.I0711.E04730|QGJ.v1.A0222.I0711.E04731|QGJ.v1.A0222.I0711.E04732|QGJ.v1.A0222.I0711.E04733|QGJ.v1.A0222.I0711.E04734|QGJ.v1.A0222.I0711.E04735|QGJ.v1.A0222.I0712.E04736|QGJ.v1.A0222.I0713.E04737|QGJ.v1.A0222.I0714.E04738|QGJ.v1.A0222.I0714.E04739|QGJ.v1.A0223.I0715.E04740|QGJ.v1.A0223.I0715.E04741|QGJ.v1.A0223.I0716.E04742		organizations		Universität Leipzig (Karl-Marx-Universität) 4618-4665
Universität Rostock	QGJ.v1.Org.02088	https://undusting.org/jewish_sources/s/jewish_sources/item/18425	Universität Rostock				1048|1049|1050|1051|1052|1053|1054|1055|1056|1057	QGJ.v1.A0042.I0160.E01090|QGJ.v1.A0042.I0160.E01091|QGJ.v1.A0042.I0160.E01092|QGJ.v1.A0042.I0160.E01093|QGJ.v1.A0042.I0161.E01094|QGJ.v1.A0042.I0161.E01095|QGJ.v1.A0042.I0161.E01096|QGJ.v1.A0042.I0161.E01097|QGJ.v1.A0042.I0161.E01098|QGJ.v1.A0042.I0162.E01099		organizations		Universität Rostock 1048-1057
Vaterländischer Bund Jüdischer Frontsoldaten	QGJ.v1.Org.02089	https://undusting.org/jewish_sources/s/jewish_sources/item/18426	Vaterländischer Bund Jüdischer Frontsoldaten						Reichsbund jüdischer Frontsoldaten	organizations		Vaterländischer Bund Jüdischer Frontsoldaten
Verband Bayerischer Israelitischer Gemeinden	QGJ.v1.Org.02090	https://undusting.org/jewish_sources/s/jewish_sources/item/18427	Verband Bayerischer Israelitischer Gemeinden				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Verband Bayerischer Israelitischer Gemeinden 94/2
Verband der deutschen Juden	QGJ.v1.Org.02091	https://undusting.org/jewish_sources/s/jewish_sources/item/18428	Verband der deutschen Juden				1/3|94/3|1785|5232|5434|5455/2|7120|7121	QGJ.v1.A0000.E00003|QGJ.v1.A0003.I0043.E00118|QGJ.v1.A0100.I0295.E01839|QGJ.v1.A0235.I0770.E05309|QGJ.v1.A0236.I0807.E05511|QGJ.v1.A0237.I0816.E05533|QGJ.v1.A0239.I0860.E07201|QGJ.v1.A0239.I0860.E07202		organizations		Verband der deutschen Juden 1/3, 94/3, 1785, 5232, 5434, 5455/2, 7120, 7121
Verband der Jüdischen Gemeinden in der DDR	QGJ.v1.Org.02092	https://undusting.org/jewish_sources/s/jewish_sources/item/18429	Verband der Jüdischen Gemeinden in der DDR				1/7|6|7|27|33|35|83|94/5|112|114|119|129|131|139|140|143|148|150|222|995|996|997|1019|3038|3039|3040	QGJ.v1.A0000.E00007|QGJ.v1.A0003.I0029.E00028|QGJ.v1.A0003.I0029.E00029|QGJ.v1.A0003.I0033.E00049|QGJ.v1.A0003.I0034.E00054|QGJ.v1.A0003.I0034.E00056|QGJ.v1.A0003.I0042.E00105|QGJ.v1.A0003.I0043.E00120|QGJ.v1.A0005.I0044.E00138|QGJ.v1.A0005.I0044.E00140|QGJ.v1.A0005.I0044.E00145|QGJ.v1.A0005.I0044.E00155|QGJ.v1.A0005.I0044.E00157|QGJ.v1.A0005.I0044.E00165|QGJ.v1.A0005.I0044.E00166|QGJ.v1.A0005.I0044.E00169|QGJ.v1.A0005.I0045.E00174|QGJ.v1.A0005.I0045.E00176|QGJ.v1.A0014.I0066.E00264|QGJ.v1.A0040.I0151.E01037|QGJ.v1.A0040.I0151.E01038|QGJ.v1.A0040.I0151.E01039|QGJ.v1.A0040.I0151.E01061|QGJ.v1.A0177.I0554.E03115|QGJ.v1.A0177.I0554.E03116|QGJ.v1.A0177.I0554.E03117		organizations		Verband der Jüdischen Gemeinden in der DDR 1/7, 6, 7,27,33,35,83,94/5,112,114,119,129,131,139,140, 143,148,150,222,995 - 997,1019,3038-3040
Verband der Jüdischen Landesgemeinden, Dresden	QGJ.v1.Org.02093	https://undusting.org/jewish_sources/s/jewish_sources/item/18430	Verband der Jüdischen Landesgemeinden, Dresden				1003|1004	QGJ.v1.A0040.I0151.E01045|QGJ.v1.A0040.I0151.E01046		organizations		Verband der Jüdischen Landesgemeinden, Dresden 1003,1004
Verband der jüdischen Lehrervereine im DeutschenReich	QGJ.v1.Org.02094	https://undusting.org/jewish_sources/s/jewish_sources/item/18431	Verband der jüdischen Lehrervereine im DeutschenReich				94/3	QGJ.v1.A0003.I0043.E00118		organizations		Verband der jüdischen Lehrervereine im DeutschenReich 94/3
Verband der Synagogengemeinden des RegierungsbezirksPosen	QGJ.v1.Org.02095	https://undusting.org/jewish_sources/s/jewish_sources/item/18432	Verband der Synagogengemeinden des RegierungsbezirksPosen				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Verband der Synagogengemeinden des RegierungsbezirksPosen 94/2
Verband der Synagogengemeinden Westfalens	QGJ.v1.Org.02096	https://undusting.org/jewish_sources/s/jewish_sources/item/18433	Verband der Synagogengemeinden Westfalens				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Verband der Synagogengemeinden Westfalens 94/2
Verband der Westpreußischen Synagogengemeinden	QGJ.v1.Org.02097	https://undusting.org/jewish_sources/s/jewish_sources/item/18434	Verband der Westpreußischen Synagogengemeinden				94/2	QGJ.v1.A0003.I0043.E00117		organizations		Verband der Westpreußischen Synagogengemeinden 94/2
Verband jüdischer gewerblicher Genossenschaften	QGJ.v1.Org.02098	https://undusting.org/jewish_sources/s/jewish_sources/item/18435	Verband jüdischer gewerblicher Genossenschaften				1/5	QGJ.v1.A0000.E00005		organizations		Verband jüdischer gewerblicher Genossenschaften 1/5
Verband Jüdischer Studenten	QGJ.v1.Org.02099	https://undusting.org/jewish_sources/s/jewish_sources/item/18436	Verband Jüdischer Studenten				396	QGJ.v1.A0023.I0082.E00438		organizations		Verband Jüdischer Studenten 396
"Verbindung Jüdischer Studenten „Hasmonaea"", Berlin"	QGJ.v1.Org.02100	https://undusting.org/jewish_sources/s/jewish_sources/item/18437	"Verbindung Jüdischer Studenten „Hasmonaea"", Berlin"				1774	QGJ.v1.A0100.I0293.E01828		organizations		"Verbindung Jüdischer Studenten „Hasmonaea"", Berlin 1774"
"Verbindung Jüdischer Studenten „Hatikwah"", Leipzig"	QGJ.v1.Org.02101	https://undusting.org/jewish_sources/s/jewish_sources/item/18438	"Verbindung Jüdischer Studenten „Hatikwah"", Leipzig"				4626	QGJ.v1.A0222.I0705.E04703		organizations		"Verbindung Jüdischer Studenten „Hatikwah"", Leipzig 4626"
"Verein „Ahawas Thora"" (Talmud Thora), Leipzig"	QGJ.v1.Org.02102	https://undusting.org/jewish_sources/s/jewish_sources/item/18439	"Verein „Ahawas Thora"" (Talmud Thora), Leipzig"				2984/3	QGJ.v1.A0173.I0540.E03057		organizations		"Verein „Ahawas Thora"" (Talmud Thora), Leipzig 2984/3"
Verein der Freunde Israels	QGJ.v1.Org.02103	https://undusting.org/jewish_sources/s/jewish_sources/item/18440	Verein der Freunde Israels				4663	QGJ.v1.A0223.I0715.E04740		organizations		Verein der Freunde Israels 4663
Verein deutscher Studierender jüdischen Glaubens, Leipzig	QGJ.v1.Org.02104	https://undusting.org/jewish_sources/s/jewish_sources/item/18441	Verein deutscher Studierender jüdischen Glaubens, Leipzig				4625	QGJ.v1.A0222.I0705.E04702		organizations		Verein deutscher Studierender jüdischen Glaubens, Leipzig 4625
Verein für Hennebergische Geschichte und Landeskunde, Schmalkalden	QGJ.v1.Org.02105	https://undusting.org/jewish_sources/s/jewish_sources/item/18442	Verein für Hennebergische Geschichte und Landeskunde, Schmalkalden				7882|7883|7884|7885|7886	QGJ.v1.A0279.I0950.E07976|QGJ.v1.A0279.I0950.E07977|QGJ.v1.A0279.I0950.E07978|QGJ.v1.A0279.I0950.E07979|QGJ.v1.A0279.I0950.E07980		organizations		Verein für Hennebergische Geschichte und Landeskunde, Schmalkalden 7882-7886
Verein für jüdische Geschichte und Literatur	QGJ.v1.Org.02106	https://undusting.org/jewish_sources/s/jewish_sources/item/18443	Verein für jüdische Geschichte und Literatur				1772	QGJ.v1.A0100.I0293.E01826		organizations		Verein für jüdische Geschichte und Literatur 1772
Verein für Religionsunterricht, Gera	QGJ.v1.Org.02107	https://undusting.org/jewish_sources/s/jewish_sources/item/18444	Verein für Religionsunterricht, Gera				7362	QGJ.v1.A0255.I0891.E07455		organizations		Verein für Religionsunterricht, Gera 7362
Verein Jüdischer Studenten, Berlin	QGJ.v1.Org.02108	https://undusting.org/jewish_sources/s/jewish_sources/item/18445	Verein Jüdischer Studenten, Berlin				1779	QGJ.v1.A0100.I0293.E01833		organizations		Verein Jüdischer Studenten, Berlin 1779
Verein Jüdischer Studenten, Jena	QGJ.v1.Org.02109	https://undusting.org/jewish_sources/s/jewish_sources/item/18446	Verein Jüdischer Studenten, Jena				5265	QGJ.v1.A0235.I0775.E05342		organizations		Verein Jüdischer Studenten, Jena 5265
"Verein Jüdischer Studenten „Maccabaea"", Berlin"	QGJ.v1.Org.02110	https://undusting.org/jewish_sources/s/jewish_sources/item/18447	"Verein Jüdischer Studenten „Maccabaea"", Berlin"				1775	QGJ.v1.A0100.I0293.E01829		organizations		"Verein Jüdischer Studenten „Maccabaea"", Berlin 1775"
Verein jüdischer Studierender	QGJ.v1.Org.02111	https://undusting.org/jewish_sources/s/jewish_sources/item/18448	Verein jüdischer Studierender				4685	QGJ.v1.A0226.I0723.E04762		organizations		Verein jüdischer Studierender 4685
Verein jüdischer Techniker, Mittweida	QGJ.v1.Org.02112	https://undusting.org/jewish_sources/s/jewish_sources/item/18449	Verein jüdischer Techniker, Mittweida				4415	QGJ.v1.A0202.I0662.E04492		organizations		Verein jüdischer Techniker, Mittweida 4415
"Verein .Linas Hazedek"", Leipzig"	QGJ.v1.Org.02113	https://undusting.org/jewish_sources/s/jewish_sources/item/18450	"Verein .Linas Hazedek"", Leipzig"				4293	QGJ.v1.A0196.I0645.E04370		organizations		"Verein .Linas Hazedek"", Leipzig 4293"
"Verein „Mischnajis"", Leipzig"	QGJ.v1.Org.02114	https://undusting.org/jewish_sources/s/jewish_sources/item/18451	"Verein „Mischnajis"", Leipzig"				4292	QGJ.v1.A0196.I0645.E04369		organizations		"Verein „Mischnajis"", Leipzig 4292"
Verein zionistischer Studenten, Leipzig	QGJ.v1.Org.02115	https://undusting.org/jewish_sources/s/jewish_sources/item/18452	Verein zionistischer Studenten, Leipzig				4628	QGJ.v1.A0222.I0705.E04705		organizations		Verein zionistischer Studenten, Leipzig 4628
Verein zur Abwehr des Antisemitismus	QGJ.v1.Org.02116	https://undusting.org/jewish_sources/s/jewish_sources/item/18453	Verein zur Abwehr des Antisemitismus				1913|2084|5099	QGJ.v1.A0105.I0317.E01967|QGJ.v1.A0108.I0332.E02138|QGJ.v1.A0235.I0762.E05176		organizations		Verein zur Abwehr des Antisemitismus 1913, 2084, 5099
Verein zur Bekleidung armer jüdischer Kinder, Berlin	QGJ.v1.Org.02117	https://undusting.org/jewish_sources/s/jewish_sources/item/18454	Verein zur Bekleidung armer jüdischer Kinder, Berlin				2084	QGJ.v1.A0108.I0332.E02138		organizations		Verein zur Bekleidung armer jüdischer Kinder, Berlin 2084
Verein zur Unterstützung ackerbautreibender Juden inPalästina und Syrien, Berlin	QGJ.v1.Org.02118	https://undusting.org/jewish_sources/s/jewish_sources/item/18455	Verein zur Unterstützung ackerbautreibender Juden inPalästina und Syrien, Berlin				2084	QGJ.v1.A0108.I0332.E02138		organizations		Verein zur Unterstützung ackerbautreibender Juden inPalästina und Syrien, Berlin 2084
Vereinigung der Verfolgten des Naziregimes ( W N )	QGJ.v1.Org.02119	https://undusting.org/jewish_sources/s/jewish_sources/item/18456	Vereinigung der Verfolgten des Naziregimes ( W N )				21|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|2032|2221|2222|2871|4617	QGJ.v1.A0003.I0032.E00043|QGJ.v1.A0003.I0037.E00065|QGJ.v1.A0003.I0037.E00066|QGJ.v1.A0003.I0037.E00067|QGJ.v1.A0003.I0037.E00068|QGJ.v1.A0003.I0037.E00069|QGJ.v1.A0003.I0037.E00070|QGJ.v1.A0003.I0037.E00071|QGJ.v1.A0003.I0037.E00072|QGJ.v1.A0003.I0037.E00073|QGJ.v1.A0003.I0037.E00074|QGJ.v1.A0003.I0037.E00075|QGJ.v1.A0003.I0037.E00076|QGJ.v1.A0003.I0038.E00077|QGJ.v1.A0003.I0038.E00078|QGJ.v1.A0003.I0038.E00079|QGJ.v1.A0003.I0038.E00080|QGJ.v1.A0003.I0038.E00081|QGJ.v1.A0003.I0038.E00082|QGJ.v1.A0003.I0038.E00083|QGJ.v1.A0003.I0038.E00084|QGJ.v1.A0107.I0330.E02086|QGJ.v1.A0123.I0359.E02288|QGJ.v1.A0123.I0359.E02289|QGJ.v1.A0163.I0493.E02938|QGJ.v1.A0221.I0703.E04694		organizations		Vereinigung der Verfolgten des Naziregimes ( W N ) 21, 43-62,2032,2221,2222,2871,4617
Vereinigung jüdischer Studenten zu Berlin	QGJ.v1.Org.02120	https://undusting.org/jewish_sources/s/jewish_sources/item/18457	Vereinigung jüdischer Studenten zu Berlin				1773	QGJ.v1.A0100.I0293.E01827		organizations		Vereinigung jüdischer Studenten zu Berlin 1773
Vereinigung jüdischer Studierender, Leipzig	QGJ.v1.Org.02121	https://undusting.org/jewish_sources/s/jewish_sources/item/18458	Vereinigung jüdischer Studierender, Leipzig				4627	QGJ.v1.A0222.I0705.E04704		organizations		Vereinigung jüdischer Studierender, Leipzig 4627
Verlag Breitkopf & Härtel, Leipzig	QGJ.v1.Org.02122	https://undusting.org/jewish_sources/s/jewish_sources/item/18459	Verlag Breitkopf & Härtel, Leipzig				2984/4	QGJ.v1.A0173.I0540.E03058		organizations		Verlag Breitkopf & Härtel, Leipzig 2984/4
Verlag F. A. Brockhaus, Leipzig	QGJ.v1.Org.02123	https://undusting.org/jewish_sources/s/jewish_sources/item/18460	Verlag F. A. Brockhaus, Leipzig				2984/4	QGJ.v1.A0173.I0540.E03058		organizations		Verlag F. A. Brockhaus, Leipzig 2984/4
Völkisch-Revolutionäre Arbeiter-Partei	QGJ.v1.Org.02124	https://undusting.org/jewish_sources/s/jewish_sources/item/18461	Völkisch-Revolutionäre Arbeiter-Partei				2008	QGJ.v1.A0107.I0327.E02062		organizations		Völkisch-Revolutionäre Arbeiter-Partei 2008
Völkisch-Sozialer Block	QGJ.v1.Org.02125	https://undusting.org/jewish_sources/s/jewish_sources/item/18462	Völkisch-Sozialer Block				2007	QGJ.v1.A0107.I0327.E02061		organizations		Völkisch-Sozialer Block 2007
Völkischer Block	QGJ.v1.Org.02126	https://undusting.org/jewish_sources/s/jewish_sources/item/18463	Völkischer Block				2009	QGJ.v1.A0107.I0327.E02063		organizations		Völkischer Block 2009
Vogel (Fa.), Chemnitz	QGJ.v1.Org.02127	https://undusting.org/jewish_sources/s/jewish_sources/item/18464	Vogel (Fa.), Chemnitz				3168	QGJ.v1.A0183.I0583.E03245		organizations		Vogel (Fa.), Chemnitz 3168
Voßische Buchhandlung	QGJ.v1.Org.02128	https://undusting.org/jewish_sources/s/jewish_sources/item/18465	Voßische Buchhandlung				4252	QGJ.v1.A0196.I0643.E04329		organizations		Voßische Buchhandlung 4252
Warenhaus Eckstein, Freital	QGJ.v1.Org.02129	https://undusting.org/jewish_sources/s/jewish_sources/item/18466	Warenhaus Eckstein, Freital				3820|3823	QGJ.v1.A0189.I0618.E03897|QGJ.v1.A0189.I0618.E03900		organizations		Warenhaus Eckstein, Freital 3820, 3823
Warenhaus H. und C. Tietz, Chemnitz	QGJ.v1.Org.02130	https://undusting.org/jewish_sources/s/jewish_sources/item/18467	Warenhaus H. und C. Tietz, Chemnitz				3139	QGJ.v1.A0183.I0579.E03216		organizations		Warenhaus H. und C. Tietz, Chemnitz 3139
Weltdienst - Internationales Institut zur Aufklärungüber die Judenfrage	QGJ.v1.Org.02131	https://undusting.org/jewish_sources/s/jewish_sources/item/18468	Weltdienst - Internationales Institut zur Aufklärungüber die Judenfrage				1998	QGJ.v1.A0107.I0327.E02052		organizations		Weltdienst - Internationales Institut zur Aufklärungüber die Judenfrage 1998
Weltjugendrat	QGJ.v1.Org.02132	https://undusting.org/jewish_sources/s/jewish_sources/item/18469	Weltjugendrat				81	QGJ.v1.A0003.I0042.E00103		organizations		Weltjugendrat 81
Weltunion für Progressives Judentum	QGJ.v1.Org.02133	https://undusting.org/jewish_sources/s/jewish_sources/item/18470	Weltunion für Progressives Judentum						World Union for Progressive JudaismWertheim AG (Warenhaus Wertheim GmbH, später	organizations		Weltunion für Progressives Judentum
AWAG), Stralsund	QGJ.v1.Org.02134	https://undusting.org/jewish_sources/s/jewish_sources/item/18471	AWAG), Stralsund				907|910	QGJ.v1.A0033.I0126.E00949|QGJ.v1.A0033.I0126.E00952		organizations		AWAG), Stralsund 907,910
Westdeutsche Kaufhof AG, Zweigniederlassung Stralsund	QGJ.v1.Org.02135	https://undusting.org/jewish_sources/s/jewish_sources/item/18472	Westdeutsche Kaufhof AG, Zweigniederlassung Stralsund				960	QGJ.v1.A0033.I0133.E01002		organizations		Westdeutsche Kaufhof AG, Zweigniederlassung Stralsund 960
(Chaskel) Wiesenthal & Co., Greiz	QGJ.v1.Org.02136	https://undusting.org/jewish_sources/s/jewish_sources/item/18473	(Chaskel) Wiesenthal & Co., Greiz				5500	QGJ.v1.A0238.I0824.E05581		organizations		(Chaskel) Wiesenthal & Co., Greiz 5500
Winterhilfswerk	QGJ.v1.Org.02137	https://undusting.org/jewish_sources/s/jewish_sources/item/18474	Winterhilfswerk				1043|3194	QGJ.v1.A0041.I0158.E01085|QGJ.v1.A0183.I0583.E03271		organizations		Winterhilfswerk 1043, 3194
Wirtschaftshochschule Berlin	QGJ.v1.Org.02138	https://undusting.org/jewish_sources/s/jewish_sources/item/18475	Wirtschaftshochschule Berlin				1807|1808|1809|1810|1811|1812|1813	QGJ.v1.A0100.I0298.E01861|QGJ.v1.A0100.I0298.E01862|QGJ.v1.A0100.I0298.E01863|QGJ.v1.A0100.I0298.E01864|QGJ.v1.A0100.I0298.E01865|QGJ.v1.A0100.I0298.E01866|QGJ.v1.A0100.I0299.E01867		organizations		Wirtschaftshochschule Berlin 1807-1813
"Wissenschafdicher Arbeitskreis „Kirche und Judentum"" des Bundes der Evangelischen Kirchen in derDDR"	QGJ.v1.Org.02139	https://undusting.org/jewish_sources/s/jewish_sources/item/18476	"Wissenschafdicher Arbeitskreis „Kirche und Judentum"" des Bundes der Evangelischen Kirchen in derDDR"				117|3907	QGJ.v1.A0005.I0044.E00143|QGJ.v1.A0191.I0624.E03984		organizations		"Wissenschafdicher Arbeitskreis „Kirche und Judentum"" des Bundes der Evangelischen Kirchen in derDDR 117, 3907"
Witter, Ilmenau	QGJ.v1.Org.02140	https://undusting.org/jewish_sources/s/jewish_sources/item/18477	Witter, Ilmenau				7467	QGJ.v1.A0261.I0899.E07560		organizations		Witter, Ilmenau 7467
World Union for Progressive Judaism	QGJ.v1.Org.02141	https://undusting.org/jewish_sources/s/jewish_sources/item/18478	World Union for Progressive Judaism				143	QGJ.v1.A0005.I0044.E00169		organizations		World Union for Progressive Judaism 143
Yad Vashem, Jerusalem	QGJ.v1.Org.02142	https://undusting.org/jewish_sources/s/jewish_sources/item/18479	Yad Vashem, Jerusalem				28|96|3904|8042	QGJ.v1.A0003.I0033.E00050|QGJ.v1.A0005.I0044.E00122|QGJ.v1.A0191.I0624.E03981|QGJ.v1.A0297.I0979.E08137		organizations		Yad Vashem, Jerusalem 28, 96, 3904,8042
Zentrale Vermißten-Suchstelle UNRRA	QGJ.v1.Org.02143	https://undusting.org/jewish_sources/s/jewish_sources/item/18480	Zentrale Vermißten-Suchstelle UNRRA				61|62	QGJ.v1.A0003.I0038.E00083|QGJ.v1.A0003.I0038.E00084		organizations		Zentrale Vermißten-Suchstelle UNRRA 61-62
Zentrales Parteiarchiv im Institut für Marxismus-Leninismus beim ZK der SED	QGJ.v1.Org.02144	https://undusting.org/jewish_sources/s/jewish_sources/item/18481	Zentrales Parteiarchiv im Institut für Marxismus-Leninismus beim ZK der SED				2|11	QGJ.v1.A0001.E00009|QGJ.v1.A0003.I0029.E00033		organizations		Zentrales Parteiarchiv im Institut für Marxismus-Leninismus beim ZK der SED 2,11
Zentralrat der Juden in Deutschland	QGJ.v1.Org.02145	https://undusting.org/jewish_sources/s/jewish_sources/item/18482	Zentralrat der Juden in Deutschland				1/7|1017	QGJ.v1.A0000.E00007|QGJ.v1.A0040.I0151.E01059		organizations		Zentralrat der Juden in Deutschland 1/7,1017
Zentralstelle für jüdische Auswanderung	QGJ.v1.Org.02146	https://undusting.org/jewish_sources/s/jewish_sources/item/18483	Zentralstelle für jüdische Auswanderung				1768	QGJ.v1.A0100.I0293.E01822		organizations		Zentralstelle für jüdische Auswanderung 1768
Zentralverein für Mission unter Israel	QGJ.v1.Org.02147	https://undusting.org/jewish_sources/s/jewish_sources/item/18484	Zentralverein für Mission unter Israel				4709	QGJ.v1.A0230.I0727.E04786		organizations		Zentralverein für Mission unter Israel 4709
